carBrand,carModel,year,price(rub),city,distance(km),engine_capacity(L),fuel_type
Лада,Гранта,2020,1499000.0,Екатеринбург,35822.0,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2012,450000.0,Екатеринбург,137000.0,1.6,"бензин,"
Лада,Гранта,2024,1052000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2016,465000.0,Екатеринбург,105000.0,1.6,"бензин,"
Лада,Гранта,2024,1099000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1093000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1052000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1052000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2012,400000.0,Екатеринбург,180000.0,1.6,"бензин,"
Лада,Гранта,2024,1093000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2012,400000.0,Екатеринбург,144000.0,1.6,"бензин,"
Лада,Гранта,2018,715000.0,Екатеринбург,106844.0,1.6,"бензин,"
Лада,Гранта,2022,970000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2020,520000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1114000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1037000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2019,585000.0,Екатеринбург,125000.0,1.6,"бензин,"
Лада,Гранта,2016,525000.0,Екатеринбург,165000.0,1.6,"бензин,"
Лада,Гранта,2013,470000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,940000.0,Екатеринбург,6500.0,1.6,"бензин,"
Лада,Гранта,2012,399999.0,Екатеринбург,400000.0,1.6,"бензин,"
Лада,Гранта,2014,590000.0,Екатеринбург,130000.0,1.6,"бензин,"
Лада,Гранта,2023,925000.0,Екатеринбург,8500.0,1.6,"бензин,"
Лада,Гранта,2022,839450.0,Екатеринбург,39528.0,1.6,"бензин,"
Лада,Гранта,2019,800000.0,Екатеринбург,81000.0,1.6,"бензин,"
Лада,Гранта,2021,720000.0,Екатеринбург,120000.0,1.6,"бензин,"
Лада,Гранта,2019,733000.0,Екатеринбург,106000.0,1.6,"бензин,"
Лада,Гранта,2023,950000.0,Екатеринбург,33000.0,1.6,"бензин,"
Лада,Гранта,2017,653500.0,Екатеринбург,160000.0,1.6,"бензин,"
Лада,Гранта,2024,1063000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,1033000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,1150000.0,Екатеринбург,8000.0,1.6,"бензин,"
Лада,Гранта,2023,1033000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2022,867000.0,Екатеринбург,26027.0,1.6,"бензин,"
Лада,Гранта,2023,1033000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,1033000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1022000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,600000.0,Екатеринбург,24441.0,1.6,"бензин,"
Лада,Гранта,2013,420000.0,Екатеринбург,180000.0,1.6,"бензин,"
Лада,Гранта,2013,519000.0,Екатеринбург,156110.0,1.6,"бензин,"
Лада,Гранта,2017,670000.0,Екатеринбург,67000.0,1.6,"бензин,"
Лада,Гранта,2016,515000.0,Екатеринбург,86000.0,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1423000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,1330000.0,Екатеринбург,7844.0,1.6,"бензин,"
Лада,Гранта,2014,550000.0,Екатеринбург,116000.0,1.6,"бензин,"
Лада,Гранта,2013,547000.0,Екатеринбург,134627.0,1.6,"бензин,"
Лада,Гранта,2020,745000.0,Екатеринбург,54000.0,1.6,"бензин,"
Лада,Гранта,2021,775000.0,Екатеринбург,56300.0,1.6,"бензин,"
Лада,Гранта,2018,670000.0,Екатеринбург,29000.0,1.6,"бензин,"
Лада,Гранта,2013,467750.0,Екатеринбург,152734.0,1.6,"бензин,"
Лада,Гранта,2024,1018000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1037000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1063000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1048000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2017,689000.0,Екатеринбург,112438.0,1.6,"бензин,"
Лада,Гранта,2019,619000.0,Екатеринбург,171000.0,1.6,"бензин,"
Лада,Гранта,2021,1009000.0,Екатеринбург,33474.0,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
